snapshot_date,league_id,team_id,team_name,rank,wins,losses,ties,pct,gb,stat_id,category,raw_value,roto_points
2026-06-06,35457,3,Ender Wiggins,,,,,,,1,GP,620.0,
2026-06-06,35457,3,Ender Wiggins,,,,,,,60,SVH,,
2026-06-06,35457,3,Ender Wiggins,,,,,,,7,R,367.0,13.0
2026-06-06,35457,3,Ender Wiggins,,,,,,,12,HR,102.0,13.0
2026-06-06,35457,3,Ender Wiggins,,,,,,,13,RBI,320.0,13.0
2026-06-06,35457,3,Ender Wiggins,,,,,,,16,SB,75.0,14.0
2026-06-06,35457,3,Ender Wiggins,,,,,,,3,AVG,0.261,13.0
2026-06-06,35457,3,Ender Wiggins,,,,,,,50,IP2,409.1,
2026-06-06,35457,3,Ender Wiggins,,,,,,,28,W,31.0,11.5
2026-06-06,35457,3,Ender Wiggins,,,,,,,42,K,391.0,4.0
2026-06-06,35457,3,Ender Wiggins,,,,,,,26,ERA,3.1,12.0
2026-06-06,35457,3,Ender Wiggins,,,,,,,27,WHIP,1.07,14.0
2026-06-06,35457,3,Ender Wiggins,,,,,,,89,SV2,44.0,10.5
2026-06-06,35457,4,For Me to Poop On,,,,,,,1,GP,635.0,
2026-06-06,35457,4,For Me to Poop On,,,,,,,60,SVH,,
2026-06-06,35457,4,For Me to Poop On,,,,,,,7,R,308.0,6.0
2026-06-06,35457,4,For Me to Poop On,,,,,,,12,HR,74.0,5.0
2026-06-06,35457,4,For Me to Poop On,,,,,,,13,RBI,303.0,8.0
2026-06-06,35457,4,For Me to Poop On,,,,,,,16,SB,59.0,10.5
2026-06-06,35457,4,For Me to Poop On,,,,,,,3,AVG,0.239,2.0
2026-06-06,35457,4,For Me to Poop On,,,,,,,50,IP2,421.0,
2026-06-06,35457,4,For Me to Poop On,,,,,,,28,W,33.0,14.0
2026-06-06,35457,4,For Me to Poop On,,,,,,,42,K,464.0,12.0
2026-06-06,35457,4,For Me to Poop On,,,,,,,26,ERA,3.06,13.0
2026-06-06,35457,4,For Me to Poop On,,,,,,,27,WHIP,1.13,12.0
2026-06-06,35457,4,For Me to Poop On,,,,,,,89,SV2,45.0,12.5
2026-06-06,35457,1,The Bear Jew,,,,,,,1,GP,628.0,
2026-06-06,35457,1,The Bear Jew,,,,,,,60,SVH,,
2026-06-06,35457,1,The Bear Jew,,,,,,,7,R,324.0,9.0
2026-06-06,35457,1,The Bear Jew,,,,,,,12,HR,89.0,10.0
2026-06-06,35457,1,The Bear Jew,,,,,,,13,RBI,304.0,9.0
2026-06-06,35457,1,The Bear Jew,,,,,,,16,SB,40.0,4.0
2026-06-06,35457,1,The Bear Jew,,,,,,,3,AVG,0.248,6.0
2026-06-06,35457,1,The Bear Jew,,,,,,,50,IP2,398.2,
2026-06-06,35457,1,The Bear Jew,,,,,,,28,W,31.0,11.5
2026-06-06,35457,1,The Bear Jew,,,,,,,42,K,428.0,8.0
2026-06-06,35457,1,The Bear Jew,,,,,,,26,ERA,3.25,11.0
2026-06-06,35457,1,The Bear Jew,,,,,,,27,WHIP,1.15,11.0
2026-06-06,35457,1,The Bear Jew,,,,,,,89,SV2,47.0,14.0
2026-06-06,35457,2,Avners iballers,,,,,,,1,GP,631.0,
2026-06-06,35457,2,Avners iballers,,,,,,,60,SVH,,
2026-06-06,35457,2,Avners iballers,,,,,,,7,R,333.0,10.0
2026-06-06,35457,2,Avners iballers,,,,,,,12,HR,98.0,11.0
2026-06-06,35457,2,Avners iballers,,,,,,,13,RBI,328.0,14.0
2026-06-06,35457,2,Avners iballers,,,,,,,16,SB,58.0,8.5
2026-06-06,35457,2,Avners iballers,,,,,,,3,AVG,0.264,14.0
2026-06-06,35457,2,Avners iballers,,,,,,,50,IP2,415.1,
2026-06-06,35457,2,Avners iballers,,,,,,,28,W,27.0,6.5
2026-06-06,35457,2,Avners iballers,,,,,,,42,K,434.0,9.0
2026-06-06,35457,2,Avners iballers,,,,,,,26,ERA,4.14,5.0
2026-06-06,35457,2,Avners iballers,,,,,,,27,WHIP,1.25,7.0
2026-06-06,35457,2,Avners iballers,,,,,,,89,SV2,27.0,4.0
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,1,GP,612.0,
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,60,SVH,,
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,7,R,373.0,14.0
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,12,HR,99.0,12.0
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,13,RBI,292.0,7.0
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,16,SB,55.0,6.0
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,3,AVG,0.246,4.0
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,50,IP2,491.2,
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,28,W,30.0,8.5
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,42,K,477.0,13.0
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,26,ERA,4.05,6.0
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,27,WHIP,1.25,6.0
2026-06-06,35457,10,Rebuilding Year v16.1,,,,,,,89,SV2,43.0,9.0
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,1,GP,630.0,
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,60,SVH,,
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,7,R,296.0,3.0
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,12,HR,85.0,9.0
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,13,RBI,287.0,4.5
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,16,SB,30.0,1.0
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,3,AVG,0.251,8.0
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,50,IP2,457.2,
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,28,W,31.0,11.5
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,42,K,491.0,14.0
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,26,ERA,3.03,14.0
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,27,WHIP,1.09,13.0
2026-06-06,35457,14,You Give Suck a Bad Name,,,,,,,89,SV2,40.0,7.0
2026-06-06,35457,5,Salad Dodgers,,,,,,,1,GP,629.0,
