snapshot_date,league_id,team_name,rank,wins,losses,ties,pct,gb,stat_id,category,raw_value,roto_points
2026-03-30,35457,Salad Dodgers,,,,,,,13,RBI,8.0,1.0
2026-03-30,35457,Salad Dodgers,,,,,,,16,SB,1.0,1.0
2026-03-30,35457,Salad Dodgers,,,,,,,3,AVG,0.22,4.0
2026-03-30,35457,Salad Dodgers,,,,,,,50,IP2,32.2,
2026-03-30,35457,Salad Dodgers,,,,,,,28,W,1.0,6.5
2026-03-30,35457,Salad Dodgers,,,,,,,42,K,31.0,10.0
2026-03-30,35457,Salad Dodgers,,,,,,,26,ERA,4.68,6.0
2026-03-30,35457,Salad Dodgers,,,,,,,27,WHIP,1.44,5.0
2026-03-30,35457,Salad Dodgers,,,,,,,89,SV2,4.0,14.0
2026-03-30,35457,Avners iballers,,,,,,,1,GP,33.0,
2026-03-30,35457,Avners iballers,,,,,,,60,SVH,,
2026-03-30,35457,Avners iballers,,,,,,,7,R,17.0,7.0
2026-03-30,35457,Avners iballers,,,,,,,12,HR,4.0,6.0
2026-03-30,35457,Avners iballers,,,,,,,13,RBI,16.0,8.0
2026-03-30,35457,Avners iballers,,,,,,,16,SB,3.0,8.5
2026-03-30,35457,Avners iballers,,,,,,,3,AVG,0.22,3.0
2026-03-30,35457,Avners iballers,,,,,,,50,IP2,13.1,
2026-03-30,35457,Avners iballers,,,,,,,28,W,0.0,2.0
2026-03-30,35457,Avners iballers,,,,,,,42,K,14.0,1.0
2026-03-30,35457,Avners iballers,,,,,,,26,ERA,7.43,2.0
2026-03-30,35457,Avners iballers,,,,,,,27,WHIP,1.43,6.0
2026-03-30,35457,Avners iballers,,,,,,,89,SV2,2.0,6.5
2026-03-30,35457,Nish's Rec League Team,,,,,,,1,GP,33.0,
2026-03-30,35457,Nish's Rec League Team,,,,,,,60,SVH,,
2026-03-30,35457,Nish's Rec League Team,,,,,,,7,R,15.0,5.5
2026-03-30,35457,Nish's Rec League Team,,,,,,,12,HR,4.0,6.0
2026-03-30,35457,Nish's Rec League Team,,,,,,,13,RBI,14.0,3.5
2026-03-30,35457,Nish's Rec League Team,,,,,,,16,SB,2.0,4.0
2026-03-30,35457,Nish's Rec League Team,,,,,,,3,AVG,0.168,1.0
2026-03-30,35457,Nish's Rec League Team,,,,,,,50,IP2,18.2,
2026-03-30,35457,Nish's Rec League Team,,,,,,,28,W,1.0,6.5
2026-03-30,35457,Nish's Rec League Team,,,,,,,42,K,24.0,5.0
2026-03-30,35457,Nish's Rec League Team,,,,,,,26,ERA,4.82,5.0
2026-03-30,35457,Nish's Rec League Team,,,,,,,27,WHIP,1.71,1.5
2026-03-30,35457,Nish's Rec League Team,,,,,,,89,SV2,1.0,3.5
