snapshot_date,league_id,team_id,team_name,rank,wins,losses,ties,pct,gb,stat_id,category,raw_value,roto_points
2026-06-20,35457,3,Ender Wiggins,,,,,,,1,GP,730.0,
2026-06-20,35457,3,Ender Wiggins,,,,,,,60,SVH,,
2026-06-20,35457,3,Ender Wiggins,,,,,,,7,R,417.0,12.0
2026-06-20,35457,3,Ender Wiggins,,,,,,,12,HR,114.0,11.0
2026-06-20,35457,3,Ender Wiggins,,,,,,,13,RBI,360.0,8.5
2026-06-20,35457,3,Ender Wiggins,,,,,,,16,SB,87.0,14.0
2026-06-20,35457,3,Ender Wiggins,,,,,,,3,AVG,0.256,11.0
2026-06-20,35457,3,Ender Wiggins,,,,,,,50,IP2,501.0,
2026-06-20,35457,3,Ender Wiggins,,,,,,,28,W,38.0,13.5
2026-06-20,35457,3,Ender Wiggins,,,,,,,42,K,458.0,4.0
2026-06-20,35457,3,Ender Wiggins,,,,,,,26,ERA,3.22,12.0
2026-06-20,35457,3,Ender Wiggins,,,,,,,27,WHIP,1.09,14.0
2026-06-20,35457,3,Ender Wiggins,,,,,,,89,SV2,50.0,9.0
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,1,GP,730.0,
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,60,SVH,,
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,7,R,440.0,14.0
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,12,HR,130.0,13.0
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,13,RBI,363.0,10.0
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,16,SB,66.0,6.0
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,3,AVG,0.248,4.0
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,50,IP2,575.1,
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,28,W,37.0,11.0
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,42,K,570.0,13.0
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,26,ERA,3.83,8.0
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,27,WHIP,1.23,8.0
2026-06-20,35457,10,Rebuilding Year v16.1,,,,,,,89,SV2,52.0,11.5
2026-06-20,35457,4,For Me to Poop On,,,,,,,1,GP,749.0,
2026-06-20,35457,4,For Me to Poop On,,,,,,,60,SVH,,
2026-06-20,35457,4,For Me to Poop On,,,,,,,7,R,368.0,4.0
2026-06-20,35457,4,For Me to Poop On,,,,,,,12,HR,94.0,4.0
