snapshot_date,league_id,team_id,team_name,rank,wins,losses,ties,pct,gb,stat_id,category,raw_value,roto_points
2026-07-12,35457,3,Ender Wiggins,,,,,,,1,GP,927.0,
2026-07-12,35457,3,Ender Wiggins,,,,,,,60,SVH,,
2026-07-12,35457,3,Ender Wiggins,,,,,,,7,R,525.0,12.0
2026-07-12,35457,3,Ender Wiggins,,,,,,,12,HR,152.0,11.0
2026-07-12,35457,3,Ender Wiggins,,,,,,,13,RBI,485.0,12.0
2026-07-12,35457,3,Ender Wiggins,,,,,,,16,SB,104.0,14.0
2026-07-12,35457,3,Ender Wiggins,,,,,,,3,AVG,0.256,11.0
2026-07-12,35457,3,Ender Wiggins,,,,,,,50,IP2,624.0,
2026-07-12,35457,3,Ender Wiggins,,,,,,,28,W,49.0,13.0
2026-07-12,35457,3,Ender Wiggins,,,,,,,42,K,593.0,4.0
2026-07-12,35457,3,Ender Wiggins,,,,,,,26,ERA,3.33,13.0
2026-07-12,35457,3,Ender Wiggins,,,,,,,27,WHIP,1.11,13.0
2026-07-12,35457,3,Ender Wiggins,,,,,,,89,SV2,61.0,7.0
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,1,GP,933.0,
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,60,SVH,,
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,7,R,567.0,14.0
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,12,HR,164.0,13.0
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,13,RBI,480.0,11.0
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,16,SB,83.0,8.0
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,3,AVG,0.252,7.0
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,50,IP2,695.0,
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,28,W,46.0,11.5
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,42,K,725.0,14.0
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,26,ERA,3.64,8.0
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,27,WHIP,1.19,9.0
2026-07-12,35457,10,Rebuilding Year v16.1,,,,,,,89,SV2,69.0,12.0
2026-07-12,35457,14,You Give Suck a Bad Name,,,,,,,1,GP,950.0,
2026-07-12,35457,14,You Give Suck a Bad Name,,,,,,,60,SVH,,
2026-07-12,35457,14,You Give Suck a Bad Name,,,,,,,7,R,494.0,9.0
2026-07-12,35457,14,You Give Suck a Bad Name,,,,,,,12,HR,148.0,10.0
2026-07-12,35457,14,You Give Suck a Bad Name,,,,,,,13,RBI,475.0,9.0
2026-07-12,35457,14,You Give Suck a Bad Name,,,,,,,16,SB,52.0,1.0
