snapshot_date,league_id,team_id,team_name,rank,wins,losses,ties,pct,gb,stat_id,category,raw_value,roto_points
2026-05-15,35457,3,Ender Wiggins,,,,,,,1,GP,440.0,
2026-05-15,35457,3,Ender Wiggins,,,,,,,60,SVH,,
2026-05-15,35457,3,Ender Wiggins,,,,,,,7,R,256.0,12.5
2026-05-15,35457,3,Ender Wiggins,,,,,,,12,HR,70.0,13.0
2026-05-15,35457,3,Ender Wiggins,,,,,,,13,RBI,209.0,9.0
2026-05-15,35457,3,Ender Wiggins,,,,,,,16,SB,53.0,13.0
2026-05-15,35457,3,Ender Wiggins,,,,,,,3,AVG,0.258,12.0
2026-05-15,35457,3,Ender Wiggins,,,,,,,50,IP2,283.0,
2026-05-15,35457,3,Ender Wiggins,,,,,,,28,W,21.0,11.0
2026-05-15,35457,3,Ender Wiggins,,,,,,,42,K,270.0,4.0
2026-05-15,35457,3,Ender Wiggins,,,,,,,26,ERA,3.21,13.0
2026-05-15,35457,3,Ender Wiggins,,,,,,,27,WHIP,1.06,14.0
2026-05-15,35457,3,Ender Wiggins,,,,,,,89,SV2,30.0,12.0
2026-05-15,35457,1,The Bear Jew,,,,,,,1,GP,432.0,
2026-05-15,35457,1,The Bear Jew,,,,,,,60,SVH,,
2026-05-15,35457,1,The Bear Jew,,,,,,,7,R,228.0,10.0
2026-05-15,35457,1,The Bear Jew,,,,,,,12,HR,59.0,10.0
2026-05-15,35457,1,The Bear Jew,,,,,,,13,RBI,214.0,11.0
2026-05-15,35457,1,The Bear Jew,,,,,,,16,SB,23.0,2.0
2026-05-15,35457,1,The Bear Jew,,,,,,,3,AVG,0.249,7.0
2026-05-15,35457,1,The Bear Jew,,,,,,,50,IP2,285.1,
2026-05-15,35457,1,The Bear Jew,,,,,,,28,W,22.0,12.5
2026-05-15,35457,1,The Bear Jew,,,,,,,42,K,311.0,8.0
2026-05-15,35457,1,The Bear Jew,,,,,,,26,ERA,3.31,11.0
2026-05-15,35457,1,The Bear Jew,,,,,,,27,WHIP,1.16,10.0
2026-05-15,35457,1,The Bear Jew,,,,,,,89,SV2,36.0,14.0
2026-05-15,35457,4,For Me to Poop On,,,,,,,1,GP,434.0,
2026-05-15,35457,4,For Me to Poop On,,,,,,,60,SVH,,
2026-05-15,35457,4,For Me to Poop On,,,,,,,7,R,207.0,5.0
2026-05-15,35457,4,For Me to Poop On,,,,,,,12,HR,47.0,2.5
