snapshot_date,league_id,team_id,team_name,rank,wins,losses,ties,pct,gb,stat_id,category,raw_value,roto_points
2026-05-18,35457,3,Ender Wiggins,,,,,,,1,GP,468.0,
2026-05-18,35457,3,Ender Wiggins,,,,,,,60,SVH,,
2026-05-18,35457,3,Ender Wiggins,,,,,,,7,R,273.0,14.0
2026-05-18,35457,3,Ender Wiggins,,,,,,,12,HR,78.0,13.0
2026-05-18,35457,3,Ender Wiggins,,,,,,,13,RBI,233.0,12.0
2026-05-18,35457,3,Ender Wiggins,,,,,,,16,SB,56.0,13.0
2026-05-18,35457,3,Ender Wiggins,,,,,,,3,AVG,0.258,13.0
2026-05-18,35457,3,Ender Wiggins,,,,,,,50,IP2,294.1,
2026-05-18,35457,3,Ender Wiggins,,,,,,,28,W,22.0,10.5
2026-05-18,35457,3,Ender Wiggins,,,,,,,42,K,279.0,4.0
2026-05-18,35457,3,Ender Wiggins,,,,,,,26,ERA,3.15,13.0
2026-05-18,35457,3,Ender Wiggins,,,,,,,27,WHIP,1.05,14.0
2026-05-18,35457,3,Ender Wiggins,,,,,,,89,SV2,32.0,11.0
2026-05-18,35457,1,The Bear Jew,,,,,,,1,GP,461.0,
2026-05-18,35457,1,The Bear Jew,,,,,,,60,SVH,,
2026-05-18,35457,1,The Bear Jew,,,,,,,7,R,244.0,10.0
2026-05-18,35457,1,The Bear Jew,,,,,,,12,HR,63.0,10.0
2026-05-18,35457,1,The Bear Jew,,,,,,,13,RBI,229.0,10.5
2026-05-18,35457,1,The Bear Jew,,,,,,,16,SB,28.0,3.0
2026-05-18,35457,1,The Bear Jew,,,,,,,3,AVG,0.248,8.0
2026-05-18,35457,1,The Bear Jew,,,,,,,50,IP2,312.1,
2026-05-18,35457,1,The Bear Jew,,,,,,,28,W,26.0,14.0
2026-05-18,35457,1,The Bear Jew,,,,,,,42,K,345.0,11.0
2026-05-18,35457,1,The Bear Jew,,,,,,,26,ERA,3.26,11.0
2026-05-18,35457,1,The Bear Jew,,,,,,,27,WHIP,1.14,11.0
2026-05-18,35457,1,The Bear Jew,,,,,,,89,SV2,37.0,14.0
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,1,GP,464.0,
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,60,SVH,,
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,7,R,224.0,6.0
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,12,HR,61.0,9.0
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,13,RBI,216.0,8.0
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,16,SB,23.0,1.0
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,3,AVG,0.247,7.0
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,50,IP2,339.1,
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,28,W,22.0,10.5
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,42,K,365.0,13.0
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,26,ERA,3.02,14.0
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,27,WHIP,1.1,13.0
2026-05-18,35457,14,You Give Suck a Bad Name,,,,,,,89,SV2,28.0,7.0
2026-05-18,35457,2,Avners iballers,,,,,,,1,GP,468.0,
2026-05-18,35457,2,Avners iballers,,,,,,,60,SVH,,
2026-05-18,35457,2,Avners iballers,,,,,,,7,R,238.0,9.0
2026-05-18,35457,2,Avners iballers,,,,,,,12,HR,70.0,11.0
