snapshot_date,league_id,team_name,rank,wins,losses,ties,pct,gb,stat_id,category,raw_value,roto_points
2026-03-29,35457,Irkutsk Icepops,,,,,,,1,GP,26.0,
2026-03-29,35457,Irkutsk Icepops,,,,,,,60,SVH,,
2026-03-29,35457,Irkutsk Icepops,,,,,,,7,R,14.0,10.5
2026-03-29,35457,Irkutsk Icepops,,,,,,,12,HR,6.0,12.5
2026-03-29,35457,Irkutsk Icepops,,,,,,,13,RBI,13.0,11.5
2026-03-29,35457,Irkutsk Icepops,,,,,,,16,SB,5.0,13.5
2026-03-29,35457,Irkutsk Icepops,,,,,,,3,AVG,0.267,9.0
2026-03-29,35457,Irkutsk Icepops,,,,,,,50,IP2,11.0,
2026-03-29,35457,Irkutsk Icepops,,,,,,,28,W,1.0,8.0
2026-03-29,35457,Irkutsk Icepops,,,,,,,42,K,8.0,1.0
2026-03-29,35457,Irkutsk Icepops,,,,,,,26,ERA,1.64,13.0
2026-03-29,35457,Irkutsk Icepops,,,,,,,27,WHIP,0.82,13.0
2026-03-29,35457,Irkutsk Icepops,,,,,,,89,SV2,3.0,13.5
2026-03-29,35457,Ender Wiggins,,,,,,,1,GP,24.0,
2026-03-29,35457,Ender Wiggins,,,,,,,60,SVH,,
2026-03-29,35457,Ender Wiggins,,,,,,,7,R,14.0,10.5
2026-03-29,35457,Ender Wiggins,,,,,,,12,HR,4.0,9.5
2026-03-29,35457,Ender Wiggins,,,,,,,13,RBI,11.0,7.0
2026-03-29,35457,Ender Wiggins,,,,,,,16,SB,3.0,9.0
2026-03-29,35457,Ender Wiggins,,,,,,,3,AVG,0.273,11.0
2026-03-29,35457,Ender Wiggins,,,,,,,50,IP2,26.2,
2026-03-29,35457,Ender Wiggins,,,,,,,28,W,2.0,11.5
2026-03-29,35457,Ender Wiggins,,,,,,,42,K,33.0,12.0
2026-03-29,35457,Ender Wiggins,,,,,,,26,ERA,2.36,12.0
2026-03-29,35457,Ender Wiggins,,,,,,,27,WHIP,0.75,14.0
2026-03-29,35457,Ender Wiggins,,,,,,,89,SV2,0.0,2.0
2026-03-29,35457,Miracle Max's MLTs,,,,,,,1,GP,23.0,
2026-03-29,35457,Miracle Max's MLTs,,,,,,,60,SVH,,
2026-03-29,35457,Miracle Max's MLTs,,,,,,,7,R,17.0,14.0
2026-03-29,35457,Miracle Max's MLTs,,,,,,,12,HR,6.0,12.5
